ds,y
1990-4-10 8:0:0,165.16
1990-4-10 9:0:0,158.47
1990-4-10 10:0:0,164.41
1990-4-10 11:0:0,164.75
1990-4-10 12:0:0,157.23
1990-4-10 13:0:0,157.1
1990-4-10 14:0:0,140.48
1990-4-10 15:0:0,136.37
1990-4-10 16:0:0,136.3
1990-4-10 17:0:0,150.48
1990-4-10 18:0:0,149.7
1990-4-10 19:0:0,156.11
1990-4-10 20:0:0,154.09
1990-4-10 21:0:0,152.91
1990-4-10 22:0:0,136.35
1990-4-10 23:0:0,133.12
1990-4-11 0:0:0,131.41
1990-4-11 1:0:0,128.09
1990-4-11 2:0:0,133.77
1990-4-11 3:0:0,135.19
1990-4-11 4:0:0,135.05
1990-4-11 5:0:0,137.47
1990-4-11 6:0:0,146.73
1990-4-11 7:0:0,167.99
1990-4-11 8:0:0,174.76
1990-4-11 9:0:0,171.94
1990-4-11 10:0:0,157.94
1990-4-11 11:0:0,156.45
1990-4-11 12:0:0,151.61
1990-4-11 13:0:0,149.54
1990-4-11 14:0:0,139.97
1990-4-11 15:0:0,124.67
1990-4-11 16:0:0,126.87
1990-4-11 17:0:0,127.4
1990-4-11 18:0:0,126.59
1990-4-11 19:0:0,130.37
1990-4-11 20:0:0,133.65
1990-4-11 21:0:0,144.1
1990-4-11 22:0:0,142.76
1990-4-11 23:0:0,138.51
